,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,symbol
1450,510620.SH,材料行业,华夏基金,中国建设银行,股票型,20130328,20160328,20130508,20130225,20160815,6.7297,0.5,0.1,,1.0,0.1,,上证原材料行业指数,D,被动指数型,契约型开放式,,20130508,20130508,E,510620.SH#FD
1451,510610.SH,能源行业,华夏基金,中国建设银行,股票型,20130328,20160328,20130508,20130225,20160706,5.4859,0.5,0.1,,1.0,0.1,,上证能源行业指数,D,被动指数型,契约型开放式,,20130508,20130508,E,510610.SH#FD
1452,510630.SH,消费30ETF,华夏基金,中国建设银行,股票型,20130328,,20130508,20130225,,5.9309,0.5,0.1,,1.0,0.1,,上证主要消费行业指数,L,被动指数型,契约型开放式,,20130508,20130508,E,510630.SH#FD
1453,150124.SZ,建信50B,建信基金,交通银行,股票型,20130328,20201231,20130520,20130225,20210104,2.7165,1.0,0.22,,1.0,0.1,,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130520,,E,150124.SZ#FD
1454,150123.SZ,建信50A,建信基金,交通银行,股票型,20130328,20201231,20130520,20130225,20210104,2.7165,1.0,0.22,,1.0,0.1,,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130520,,E,150123.SZ#FD
1455,510650.SH,金融地产ETF,华夏基金,中国建设银行,股票型,20130328,,20130508,20130225,,10.9645,0.5,0.1,,1.0,0.1,,上证金融地产行业指数,L,被动指数型,契约型开放式,,20130508,20130508,E,510650.SH#FD
1456,510660.SH,医药卫生ETF,华夏基金,中国建设银行,股票型,20130328,,20130508,20130225,,11.7788,0.5,0.1,,1.0,0.1,,上证医药卫生行业指数,L,被动指数型,契约型开放式,,20130508,20130508,E,510660.SH#FD
1457,163210.SZ,诺安纯债定开,诺安基金,中国工商银行,债券型,20130327,20220606,20130624,20130228,20220615,6.873,0.7,0.2,,1.0,0.1,,三年期定期存款收益率(税后),D,债券型,契约型开放式,,20160328,20160328,E,163210.SZ#FD
1458,165313.SZ,建信优势LOF,建信基金,交通银行,混合型,20130319,,20130403,20130319,,,1.25,0.25,,1.0,,,沪深300指数收益率*75%+中国债券总指数收益率*25%,L,混合型,契约型开放式,,20130403,20130403,E,165313.SZ#FD
1459,510310.SH,沪深300ETF易方达,易方达基金,中国建设银行,股票型,20130306,,20130325,20130218,,11.0431,0.15,0.05,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20130325,20130325,E,510310.SH#FD
1460,150128.SZ,工银增B,工银瑞信基金,招商银行,债券型,20130306,20160307,20130409,20130227,20160307,6.2138,0.7,0.2,3.0,1.0,5.0,,三年期定期存款利率+1.5%,D,债券型,契约型封闭式,,20130409,,E,150128.SZ#FD
1461,511010.SH,国债ETF,国泰基金,中国建设银行,债券型,20130305,,20130325,20130221,,54.2363,0.3,0.1,,1.0,0.1,,上证5年期国债指数收益率,L,被动指数型,契约型开放式,,20130325,20130325,E,511010.SH#FD
1462,150127.SZ,双增B,招商基金,中国农业银行,债券型,20130301,20150227,20131113,20130220,20150302,4.5009,0.6,0.2,2.0,1.0,5.0,,中债综合指数收益率*60%+天相可转债指数收益率*40%,D,债券型,契约型封闭式,,20131113,,E,150127.SZ#FD
1463,160212.SZ,国泰估值LOF,国泰基金,中国工商银行,混合型,20130219,,20130227,20130219,,8.4311,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20130227,20130227,E,160212.SZ#FD
1464,159925.SZ,沪深300ETF南方,南方基金,中国工商银行,股票型,20130218,,20130411,20130225,,39.592,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20130411,20130411,E,159925.SZ#FD
1465,159923.SZ,中证100ETF,大成基金,中国银行,股票型,20130207,,20130305,20130121,,3.9929,0.5,0.1,,1.0,0.1,,中证100指数,L,被动指数型,契约型开放式,,20130305,20130305,E,159923.SZ#FD
1466,159922.SZ,中证500ETF,嘉实基金,中国建设银行,股票型,20130206,,20130315,20130107,,31.0873,0.15,0.05,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20130315,20130315,E,159922.SZ#FD
1467,150118.SZ,房地产B,国泰基金,中国银行,股票型,20130206,20201231,20130307,20130114,20210104,3.2081,1.0,0.2,,1.0,5.0,,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130307,,E,150118.SZ#FD
1468,160218.SZ,房地产LOF,国泰基金,中国银行,股票型,20130206,,20210120,20130114,,3.2081,1.0,0.2,,1.0,5.0,,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20130226,20130304,E,160218.SZ#FD
1469,150117.SZ,房地产A,国泰基金,中国银行,股票型,20130206,20201231,20130307,20130114,20210104,3.2081,1.0,0.2,,1.0,5.0,,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130307,,E,150117.SZ#FD
1470,510500.SH,中证500ETF,南方基金,中国农业银行,股票型,20130206,,20130315,20130110,,11.4755,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20130315,20130315,E,510500.SH#FD
1471,160720.SZ,中期企债,嘉实基金,中国银行,债券型,20130205,20200820,20130401,20130107,20200821,31.8611,0.5,0.1,,1.0,0.1,,中证中期企业债指数*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20130322,20130322,E,160720.SZ#FD
1472,150102.SZ,利众B,长信基金,浦发银行,债券型,20130204,20160204,20130426,20130121,20160204,2.087,0.7,0.2,3.0,1.0,5.0,,中债综合(全价)指数,D,债券型,契约型封闭式,,20130426,,E,150102.SZ#FD
1473,150114.SZ,惠裕B,中海基金,招商银行,债券型,20130107,20160107,20130328,20121128,20160107,5.1921,0.7,0.2,3.0,1.0,5.0,,中证全债指数,D,债券型,契约型封闭式,,20130328,,E,150114.SZ#FD
1474,511990.SH,华宝添益ETF,华宝基金,中国建设银行,货币市场型,20121227,,20130128,20121219,,18.0263,0.35,0.09,,100.0,0.1,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20130128,20130128,E,511990.SH#FD
1475,150115.SZ,同丰B,长盛基金,中国银行,债券型,20121227,20140626,20130226,20121203,20140627,6.4694,0.7,0.2,,1.0,5.0,,中债综合指数(全价),D,债券型,契约型封闭式,,20130226,,E,150115.SZ#FD
1476,510330.SH,300ETF基金,华夏基金,中国工商银行,股票型,20121225,,20130116,20121217,,6.0281,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20130116,20130116,E,510330.SH#FD
1477,163415.SZ,兴全商业模式LOF,兴证全球基金,中国光大银行,混合型,20121218,,20130201,20121112,,5.4611,1.5,0.25,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,L,混合型,契约型开放式,,20130201,20130201,E,163415.SZ#FD
1478,161821.SZ,银华50A,银华基金,中国银行,债券型,20121213,20170717,20130118,20121105,20170718,26.6423,0.3,0.1,,1.0,0.1,,中证中票50指数*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20130114,20130114,E,161821.SZ#FD
1479,159921.SZ,中小等权,诺安基金,交通银行,股票型,20121210,20171031,20130131,20121105,20171108,2.5331,0.5,0.1,,1.0,0.1,,中小板等权重指数收益率,D,被动指数型,契约型开放式,,20130131,20130131,E,159921.SZ#FD
1480,166902.SZ,民生增利定开,民生加银基金,中国建设银行,债券型,20121115,20220628,20130130,20121009,20220705,10.1295,0.7,0.2,,1.0,0.1,,中国债券综合指数收益率,D,债券型,契约型开放式,,20151116,20151116,E,166902.SZ#FD
1481,161119.SZ,易方达新综债LOF,易方达基金,中国农业银行,债券型,20121108,,20130109,20120928,,7.3451,0.3,0.1,,1.0,0.1,,中债-新综合指数,L,被动指数型,契约型开放式,,20121207,20130109,E,161119.SZ#FD
1482,160621.SZ,鹏华丰和LOF,鹏华基金,招商银行,债券型,20121105,,20130109,20121015,,9.8683,0.8,0.2,,1.0,0.1,,中债综合指数收益率,L,债券型,契约型开放式,,20151105,20151105,E,160621.SZ#FD
1483,150112.SZ,深100A,工银瑞信基金,中国民生银行,股票型,20121025,20180416,20121105,20120903,20180416,1.0507,1.0,0.2,,1.0,5.0,,深证100指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121105,,E,150112.SZ#FD
1484,150113.SZ,深100B,工银瑞信基金,中国民生银行,股票型,20121025,20180416,20121105,20120903,20180416,1.0507,1.0,0.2,,1.0,5.0,,深证100指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121105,,E,150113.SZ#FD
1485,150100.SZ,资源A,鹏华基金,中国工商银行,股票型,20120927,20201231,20121018,20120827,20210104,2.3221,1.0,0.22,,1.0,5.0,,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121018,,E,150100.SZ#FD
1486,150101.SZ,资源B,鹏华基金,中国工商银行,股票型,20120927,20201231,20121018,20120827,20210104,2.3221,1.0,0.22,,1.0,5.0,,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121018,,E,150101.SZ#FD
1487,160620.SZ,资源LOF,鹏华基金,中国工商银行,股票型,20120927,,20210118,20120827,,1.7897,1.0,0.22,,1.0,5.0,,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20121019,20121019,E,160620.SZ#FD
1488,150106.SZ,中小A,易方达基金,中国建设银行,股票型,20120920,20190919,20121025,20120820,20190920,0.7539,1.0,0.22,7.0,1.0,5.0,,中小板价格指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121025,,E,150106.SZ#FD
1489,150107.SZ,中小B,易方达基金,中国建设银行,股票型,20120920,20190919,20121025,20120820,20190920,0.7539,1.0,0.22,7.0,1.0,5.0,,中小板价格指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121025,,E,150107.SZ#FD
1490,150108.SZ,同辉100A,长盛基金,中国建设银行,股票型,20120913,20170912,20120926,20120820,20170913,2.9503,1.0,0.22,5.0,1.0,5.0,,深证100等权重指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E,150108.SZ#FD
1491,150109.SZ,同辉100B,长盛基金,中国建设银行,股票型,20120913,20170912,20120926,20120820,20170913,2.9503,1.0,0.22,5.0,1.0,5.0,,深证100等权重指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E,150109.SZ#FD
1492,150092.SZ,诺德300A,诺德基金,中国银行,股票型,20120910,20200701,20120924,20120801,20200702,0.3386,1.0,0.2,,1.0,5.0,,深证300价格指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120924,,E,150092.SZ#FD
1493,150093.SZ,诺德300B,诺德基金,中国银行,股票型,20120910,20200701,20120924,20120801,20200702,0.3386,1.0,0.2,,1.0,5.0,,深证300价格指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120924,,E,150093.SZ#FD
1494,150094.SZ,泰信400A,泰信基金,中国工商银行,股票型,20120907,20201123,20120921,20120806,20201120,0.12,1.0,0.22,,1.0,5.0,,中证锐联基本面400指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120921,,E,150094.SZ#FD
1495,150095.SZ,泰信400B,泰信基金,中国工商银行,股票型,20120907,20201123,20120921,20120806,20201120,0.12,1.0,0.22,,1.0,5.0,,中证锐联基本面400指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120921,,E,150095.SZ#FD
1496,150110.SZ,华商500A,华商基金,中国工商银行,股票型,20120906,20150511,20120926,20120801,20150512,0.8333,1.0,0.22,3.0,1.0,5.0,,中证500指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E,150110.SZ#FD
1497,150111.SZ,华商500B,华商基金,中国工商银行,股票型,20120906,20150511,20120926,20120801,20150512,1.2499,1.0,0.22,3.0,1.0,5.0,,中证500指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E,150111.SZ#FD
1498,510440.SH,500沪市ETF,大成基金,中国银行,股票型,20120824,20221124,20121008,20120730,20221222,5.4106,0.5,0.1,,1.0,0.1,,中证500沪市指数,D,被动指数型,契约型开放式,,20121008,20121008,E,510440.SH#FD
1499,510430.SH,50等权ETF,银华基金,中国建设银行,股票型,20120823,20200923,20120924,20120723,20201218,11.7992,0.5,0.1,,1.0,0.1,,上证50等权重指数,D,被动指数型,契约型开放式,,20120924,20120924,E,510430.SH#FD
1500,161820.SZ,银华纯债LOF,银华基金,中国工商银行,债券型,20120809,,20120905,20120709,,19.4487,0.3,0.2,,1.0,0.1,,中债综合指数(全价),L,债券型,契约型开放式,,20120910,20120910,E,161820.SZ#FD
1501,159920.SZ,恒生ETF,华夏基金,中国银行,股票型,20120809,,20121022,20120709,,35.8556,0.6,0.15,,1.0,0.1,,(人民币/港币汇率*恒生指数)收益率,L,被动指数型,契约型开放式,,20121022,20121022,E,159920.SZ#FD
1502,510900.SH,H股ETF,易方达基金,交通银行,股票型,20120809,,20121022,20120709,,16.1654,0.6,0.15,,1.0,0.1,,恒生中国企业指数(使用估值汇率折算),L,被动指数型,契约型开放式,,20121022,20121022,E,510900.SH#FD
1503,150090.SZ,成长A,万家基金,中国工商银行,股票型,20120802,20180814,20121012,20120702,20180814,0.7405,1.0,0.22,,1.0,5.0,,中证创业成长指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20121012,,E,150090.SZ#FD
1504,150091.SZ,成长B,万家基金,中国工商银行,股票型,20120802,20180814,20121012,20120702,20180814,0.7405,1.0,0.22,,1.0,5.0,,中证创业成长指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20121012,,E,150091.SZ#FD
1505,160916.SZ,优选LOF,大成基金,中国银行,混合型,20120727,,20121228,20120806,,35.729,1.25,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20120917,20120917,E,160916.SZ#FD
1506,164702.SZ,汇添富季季红定开,汇添富基金,中国建设银行,债券型,20120726,,20121025,20120614,,6.2197,0.6,0.2,,1.0,0.1,,银行三年期定期存款利率(税后)+1%,L,债券型,契约型开放式,,20150727,20150727,E,164702.SZ#FD
1507,150001.SZ,瑞福进取,国投瑞银基金,中国工商银行,股票型,20120717,20150813,20120817,20120717,20150814,36.4581,1.0,0.22,3.0,1.0,5.0,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120817,,E,150001.SZ#FD
1508,150096.SZ,商品A,招商基金,中国工商银行,股票型,20120628,20170628,20120725,20120521,20170629,3.1786,1.0,0.22,5.0,1.0,5.0,,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120725,,E,150096.SZ#FD
1509,150097.SZ,商品B,招商基金,中国工商银行,股票型,20120628,20170628,20120725,20120521,20170629,3.1786,1.0,0.22,5.0,1.0,5.0,,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120725,,E,150097.SZ#FD
1510,150105.SZ,HS300B,华安基金,中国建设银行,股票型,20120625,20200616,20120723,20120601,20200617,1.9729,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120723,,E,150105.SZ#FD
1511,150104.SZ,HS300A,华安基金,中国建设银行,股票型,20120625,20200616,20120723,20120601,20200617,1.9729,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120723,,E,150104.SZ#FD
1512,164810.SZ,工银纯债定开,工银瑞信基金,交通银行,债券型,20120621,,20120920,20120521,,48.0881,0.6,0.2,,1.0,0.1,,三年期银行定期存款收益率(税后),L,债券型,契约型开放式,,20150623,20150623,E,164810.SZ#FD
1513,161117.SZ,易基永旭添利定开,易方达基金,中国工商银行,债券型,20120619,,20120718,20120604,,16.8531,0.4,0.1,,1.0,0.1,,两年期银行定期存款收益率(税前)+0.5%,L,债券型,契约型开放式,,20140619,20140619,E,161117.SZ#FD
1514,510420.SH,180EWETF,景顺长城基金,中国银行,股票型,20120612,20181026,20120709,20120502,20191108,12.7046,0.5,0.1,,1.0,0.1,,上证180等权重指数,D,被动指数型,契约型开放式,,20120709,20120709,E,510420.SH#FD
1515,150088.SZ,金鹰500A,金鹰基金,交通银行,股票型,20120605,20160824,20120703,20120423,20160824,0.2566,1.0,0.22,,1.0,5.0,,中证500指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120703,,E,150088.SZ#FD
1516,150089.SZ,金鹰500B,金鹰基金,交通银行,股票型,20120605,20160824,20120703,20120423,20160824,0.2566,1.0,0.22,,1.0,5.0,,中证500指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120703,,E,150089.SZ#FD
1517,150080.SZ,双佳B,国联安基金,中国光大银行,债券型,20120604,20150603,20120822,20120507,20150604,4.9197,0.7,0.2,3.0,1.0,5.0,,中债综合指数,D,债券型,契约型封闭式,,20120822,,E,150080.SZ#FD
1518,163821.SZ,沪深300等权LOF,中银基金,招商银行,股票型,20120517,,20120713,20120409,,14.908,0.75,0.15,,1.0,0.1,,沪深300等权重指数收益率*95%+同期银行活期存款利率*5%,L,被动指数型,契约型开放式,,20120713,20120713,E,163821.SZ#FD
1519,160128.SZ,南方金利定开,南方基金,中国工商银行,债券型,20120517,,20120716,20120411,,9.5365,0.6,0.18,,1.0,0.1,,三年期定期存款收益率(税后),L,债券型,契约型开放式,,20150518,20150518,E,160128.SZ#FD
1520,150098.SZ,同庆800A,长盛基金,中国建设银行,股票型,20120512,20150520,20120531,20120515,20150521,15.6875,1.0,0.22,3.0,1.0,5.0,,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120531,,E,150098.SZ#FD
1521,150099.SZ,同庆800B,长盛基金,中国建设银行,股票型,20120512,20150520,20120531,20120515,20150521,23.5313,1.0,0.22,3.0,1.0,5.0,,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120531,,E,150099.SZ#FD
1522,150086.SZ,中小板B,申万菱信基金,中国农业银行,股票型,20120508,20170508,20120528,20120405,20170508,0.8251,1.0,0.22,5.0,1.0,5.0,,中小板指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20120528,,E,150086.SZ#FD
1523,150085.SZ,中小板A,申万菱信基金,中国农业银行,股票型,20120508,20170508,20120528,20120405,20170508,0.8251,1.0,0.22,5.0,1.0,5.0,,中小板指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20120528,,E,150085.SZ#FD
1524,150077.SZ,浙商进取,浙商基金,华夏银行,股票型,20120507,20180819,20120713,20120328,20180813,0.0914,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120713,,E,150077.SZ#FD
1525,150076.SZ,浙商稳健,浙商基金,华夏银行,股票型,20120507,20180819,20120713,20120328,20180813,0.0914,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120713,,E,150076.SZ#FD
1526,150084.SZ,深证100B,广发基金,中国建设银行,股票型,20120507,20200525,20120612,20120327,20200522,1.1059,1.0,0.22,,1.0,5.0,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120612,,E,150084.SZ#FD
1527,150083.SZ,深证100A,广发基金,中国建设银行,股票型,20120507,20200525,20120612,20120327,20200522,1.1059,1.0,0.22,,1.0,5.0,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120612,,E,150083.SZ#FD
1528,165516.SZ,信诚周期LOF,中信保诚基金,中国银行,混合型,20120507,,20121105,20120314,,3.0849,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20120621,20120621,E,165516.SZ#FD
1529,161019.SZ,富国天锋LOF,富国基金,中国建设银行,债券型,20120507,,20120628,20120405,,9.4578,0.6,0.2,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20150507,20150507,E,161019.SZ#FD
1530,159919.SZ,沪深300ETF,嘉实基金,中国银行,股票型,20120507,,20120528,20120405,,193.3331,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20120528,20120528,E,159919.SZ#FD
1531,150082.SZ,信达利B,信达澳亚基金,中国建设银行,债券型,20120507,20150506,20120716,20120416,20150507,0.9124,0.7,0.2,3.0,1.0,0.1,,中国债券总指数,D,债券型,契约型封闭式,,20120716,,E,150082.SZ#FD
1532,510300.SH,沪深300ETF,华泰柏瑞基金,中国工商银行,股票型,20120504,,20120528,20120405,,329.6863,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20120528,20120528,E,510300.SH#FD
1533,160216.SZ,国泰商品LOF,国泰基金,中国建设银行,股票型,20120503,,20150407,20120326,,3.0929,1.5,0.35,,1.0,0.1,,国泰大宗商品配置指数(全收益指数),L,股票型,契约型开放式,,20120606,20120606,E,160216.SZ#FD
1534,150079.SZ,通利债B,银河基金,北京银行,债券型,20120425,20140424,20120608,20120315,20140425,7.611,0.7,0.2,2.0,1.0,5.0,,中债综合全价指数,D,债券型,契约型封闭式,,20120608,,E,150079.SZ#FD
1535,150087.SZ,信用B,中欧基金,中国邮政储蓄银行,债券型,20120416,20150415,20130227,20120326,20150416,2.2071,0.7,0.2,3.0,1.0,5.0,,中债综合(全价)指数,D,债券型,契约型封闭式,,20130227,,E,150087.SZ#FD
1536,150081.SZ,双盈B,中信保诚基金,中国银行,债券型,20120413,20150410,20120712,20120326,20150413,1.0932,0.7,0.2,3.0,1.0,5.0,,中信标普全债指数收益率,D,债券型,契约型封闭式,,20120712,,E,150081.SZ#FD
1537,510410.SH,资源ETF,博时基金,中国建设银行,股票型,20120410,,20120511,20120305,,9.1026,0.5,0.1,,1.0,0.1,,上证自然资源指数收益率,L,被动指数型,契约型开放式,,20120511,20120511,E,510410.SH#FD
1538,163412.SZ,兴全轻资产LOF,兴证全球基金,招商银行,混合型,20120405,,20120531,20120227,,9.9393,1.5,0.25,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,L,混合型,契约型开放式,,20120531,20120531,E,163412.SZ#FD
1539,150071.SZ,盛世A,中欧基金,广发银行,股票型,20120329,20150327,20120427,20120215,20150330,0.1297,1.5,0.25,3.0,1.0,0.1,,沪深300指数收益率*75%+中证全债指数收益率*25%,D,股票型,契约型封闭式,,20120427,,E,150071.SZ#FD
1540,150072.SZ,盛世B,中欧基金,广发银行,股票型,20120329,20150327,20120427,20120215,20150330,0.1297,1.5,0.25,3.0,1.0,0.1,,沪深300指数收益率*75%+中证全债指数收益率*25%,D,股票型,契约型封闭式,,20120427,,E,150072.SZ#FD
1541,160416.SZ,石油基金LOF,华安基金,中国建设银行,股票型,20120329,,20120502,20120227,,5.2906,1.0,0.28,,1.0,0.1,,标普全球石油净总收益指数收益率(S&P Global Oil Index Net Total Return),L,被动指数型,契约型开放式,,20120502,20120502,E,160416.SZ#FD
1542,150073.SZ,诺安稳健,诺安基金,中国银行,股票型,20120329,20190530,20120427,20120227,20190529,0.3639,1.0,0.2,,1.0,0.1,,中证创业成长指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120427,,E,150073.SZ#FD
1543,150075.SZ,诺安进取,诺安基金,中国银行,股票型,20120329,20190530,20120427,20120227,20190529,0.5459,1.0,0.2,,1.0,0.1,,中证创业成长指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120427,,E,150075.SZ#FD
1544,150069.SZ,双力A,国联安基金,中国建设银行,股票型,20120323,20150320,20120416,20120220,20150323,1.7914,1.0,0.22,3.0,1.0,0.1,,中小板综指收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120416,,E,150069.SZ#FD
1545,150070.SZ,双力B,国联安基金,中国建设银行,股票型,20120323,20150320,20120416,20120220,20150323,1.7914,1.0,0.22,3.0,1.0,0.1,,中小板综指收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120416,,E,150070.SZ#FD
1546,159918.SZ,中创400ETF,嘉实基金,中国工商银行,股票型,20120322,,20120511,20120220,,2.8656,0.5,0.1,,1.0,0.1,,中创400指数,L,被动指数型,契约型开放式,,20120511,20120511,E,159918.SZ#FD
1547,159917.SZ,中小成长,国泰基金,中国银行,股票型,20120315,20150826,20120406,20120130,20150827,3.4513,0.5,0.1,,1.0,0.1,,中小板300成长指数,D,被动指数型,契约型开放式,,20120406,20120406,E,159917.SZ#FD
1548,160127.SZ,南方消费LOF,南方基金,中国工商银行,股票型,20120313,,20201130,20120207,,11.7757,1.5,0.25,,1.0,0.1,,中证内地消费主题指数收益率*55%+中证港股通主要消费综合指数(人民币)收益率*30%+中证综合债指数收益率*15%,L,股票型,契约型开放式,,20120425,20120425,E,160127.SZ#FD
1549,150050.SZ,消费进取,南方基金,中国工商银行,股票型,20120313,20201116,20120425,20120207,20201116,3.7613,1.5,0.25,,1.0,0.1,,中证内地消费主题指数*80%+上证国债指数*20%,D,股票型,契约型封闭式,,20120425,,E,150050.SZ#FD
1550,150049.SZ,消费收益,南方基金,中国工商银行,股票型,20120313,20201116,20120425,20120207,20201116,3.7613,1.5,0.25,,1.0,0.1,,中证内地消费主题指数*80%+上证国债指数*20%,D,股票型,契约型封闭式,,20120425,,E,150049.SZ#FD
1551,163819.SZ,中银信用增利LOF,中银基金,中信银行,债券型,20120312,,20120718,20120130,,22.0776,0.7,0.2,,1.0,0.1,,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,L,债券型,契约型开放式,,20150312,20150312,E,163819.SZ#FD
1552,150078.SZ,回报B,金鹰基金,中国邮政储蓄银行,债券型,20120309,20150306,20120328,20120220,20150309,1.4654,0.7,0.2,3.0,1.0,5.0,,中国债券综合指数(财富)增长率,D,债券型,契约型封闭式,,20120328,,E,150078.SZ#FD
1553,161614.SZ,融通四季添利LOF,融通基金,中国工商银行,债券型,20120301,,20120406,20120116,,12.8176,0.6,0.2,,1.0,0.1,,中债综合指数收益率,L,债券型,契约型开放式,,20140303,20140303,E,161614.SZ#FD
1554,150068.SZ,双翼B,诺德基金,华夏银行,债券型,20120216,20150213,20120423,20120109,20150216,1.3458,0.7,0.2,3.0,1.0,0.1,,中国债券总指数,D,债券型,契约型封闭式,,20120423,,E,150068.SZ#FD
1555,150051.SZ,沪深300A,中信保诚基金,中国建设银行,股票型,20120201,20201231,20120217,20111221,20210104,0.8334,1.0,0.22,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120217,,E,150051.SZ#FD
1556,150052.SZ,沪深300B,中信保诚基金,中国建设银行,股票型,20120201,20201231,20120217,20111221,20210104,0.8334,1.0,0.22,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120217,,E,150052.SZ#FD
